,id,NB,LR,VD
3940,802198173867502976,negative,neutral,neutral
3941,802198717801660032,positive,positive,positive
3942,802199084597649024,neutral,neutral,neutral
3943,802199267746189056,neutral,neutral,neutral
3944,802199547900468992,neutral,neutral,neutral
3945,802200187166985984,neutral,neutral,neutral
3946,802200283698883968,negative,neutral,neutral
3947,802200736104939008,neutral,neutral,negative
3948,802201538332459008,negative,negative,neutral
3949,802201604736818944,neutral,neutral,neutral
3950,802201794906423040,negative,neutral,neutral
3951,802202155822284032,neutral,neutral,neutral
3952,802202464132984064,neutral,neutral,negative
3953,802202992904704000,negative,neutral,positive
3954,802203909699693952,positive,neutral,positive
3955,802204694298972032,neutral,neutral,neutral
3956,802046020339268992,neutral,neutral,neutral
3957,802046824131469056,neutral,neutral,neutral
3958,802047576220515968,neutral,neutral,neutral
3959,802049328252669056,negative,negative,neutral
3960,802050897903684992,neutral,neutral,positive
3961,802059127207890048,neutral,neutral,neutral
3962,802065413219741056,neutral,neutral,neutral
3963,802067744975977984,positive,positive,positive
3964,802077755139619968,neutral,neutral,neutral
3965,802086071622365056,neutral,neutral,neutral
3966,802091259808676992,neutral,neutral,neutral
3967,802097521963057024,neutral,neutral,neutral
3968,802101524004531968,negative,neutral,neutral
3969,802104190076076032,neutral,neutral,positive
3970,802110881224162944,neutral,neutral,neutral
3971,802111362411458048,neutral,neutral,neutral
3972,802113249399275008,neutral,positive,neutral
3973,802115933917604992,neutral,neutral,neutral
3974,802118043430226944,negative,positive,positive
3975,802119694375329024,negative,neutral,neutral
3976,802121373904683008,neutral,neutral,neutral
3977,802125189362445952,neutral,neutral,neutral
3978,802130447799042048,neutral,neutral,neutral
3979,802131461050605056,negative,negative,neutral
3980,802132393280667008,neutral,neutral,neutral
3981,802140197509021056,neutral,neutral,neutral
3982,802140803082711040,neutral,neutral,neutral
3983,802141112769145984,neutral,neutral,neutral
3984,802144227744432000,negative,negative,neutral
3985,802144386314370944,negative,neutral,positive
3986,802144751256472960,negative,positive,positive
3987,802147523695496960,negative,negative,negative
3988,802150042647886976,negative,positive,neutral
3989,802150281668500992,neutral,neutral,positive
3990,802150635223261056,neutral,neutral,neutral
3991,802151495349260032,negative,negative,neutral
3992,802151805635427968,neutral,positive,negative
3993,802152419337601024,negative,neutral,neutral
3994,802152719993699968,negative,positive,positive
3995,802153110449831040,neutral,neutral,positive
3996,802153841852615936,neutral,neutral,neutral
3997,802153961046375936,neutral,neutral,positive
3998,802154383140146944,neutral,neutral,neutral
3999,802158118964788992,positive,neutral,neutral
4000,802158822731213952,negative,neutral,neutral
4001,802160403388178048,negative,negative,negative
4002,802160422065347968,positive,positive,positive
4003,802160607210466944,neutral,neutral,positive
4004,802160900262141056,negative,negative,neutral
4005,802162077276061056,negative,neutral,positive
4006,802162251339857024,neutral,neutral,positive
4007,802163651964796032,neutral,neutral,neutral
4008,802164505161698944,neutral,negative,negative
4009,802165407998233984,negative,neutral,neutral
4010,802165782520019968,neutral,neutral,negative
4011,802166462270045952,negative,negative,negative
4012,802166767997042048,neutral,neutral,neutral
4013,802166828080492032,neutral,positive,neutral
4014,802167789356194944,positive,positive,positive
4015,802168244610199040,negative,positive,neutral
4016,802170312427180032,neutral,neutral,neutral
4017,802171712062296064,neutral,neutral,neutral
4018,802174286375088000,neutral,neutral,neutral
4019,802174437512584960,neutral,neutral,neutral
4020,802174666177555968,negative,neutral,neutral
4021,802174692052372992,negative,neutral,positive
4022,802176619276337024,neutral,positive,positive
4023,802177390147469056,negative,negative,neutral
4024,802177552219507968,neutral,neutral,neutral
4025,802178999782951936,negative,neutral,neutral
4026,802179612717497984,neutral,neutral,negative
4027,802179908038512000,neutral,neutral,neutral
4028,802180335169638016,neutral,neutral,positive
4029,802181149133044992,negative,negative,negative
4030,802183376774066048,negative,neutral,neutral
4031,802183865464823040,neutral,neutral,neutral
4032,802184311193603968,neutral,neutral,neutral
4033,802184957754048000,neutral,neutral,neutral
4034,802185373124358016,neutral,neutral,neutral
4035,802185549738049024,neutral,neutral,neutral
4036,802187319243586944,neutral,positive,positive
4037,802187425548210048,negative,negative,neutral
4038,802187710043713024,neutral,neutral,neutral
4039,802189828620226048,negative,positive,negative
4040,802191900954467968,neutral,neutral,neutral
4041,802193227998752000,neutral,positive,positive
4042,802193720229534976,negative,neutral,neutral
4043,802194070693182976,neutral,neutral,neutral
4044,802196906948627968,neutral,neutral,neutral
4045,802197486836120960,negative,neutral,negative
4046,802197539307003008,neutral,neutral,neutral
4047,802199388168876032,neutral,neutral,neutral
4048,802199611419062016,negative,negative,neutral
4049,802200760448471040,neutral,neutral,neutral
4050,802201618037047040,negative,neutral,positive
4051,802201821993454976,positive,neutral,neutral
4052,802202410114489984,negative,negative,positive
4053,802202705263528960,positive,neutral,positive
4054,802202856736641024,neutral,neutral,positive
4055,802203280822648064,neutral,neutral,neutral
4056,802162309145693952,positive,positive,neutral
4057,802162468600561024,positive,positive,positive
4058,802163680213405056,positive,positive,neutral
4059,802164447678786944,positive,neutral,neutral
4060,802164683776003968,positive,neutral,neutral
4061,802164949988408960,positive,positive,neutral
4062,802164991398907008,positive,positive,positive
4063,802165297591368960,negative,neutral,neutral
4064,802165507294171008,positive,positive,positive
4065,802165643890065024,positive,neutral,neutral
4066,802167186508958976,positive,positive,positive
4067,802167233094946048,neutral,neutral,neutral
4068,802167715939041024,neutral,neutral,neutral
4069,802168068323609984,positive,positive,neutral
4070,802168757883956992,neutral,positive,neutral
4071,802169445208780032,negative,positive,neutral
4072,802170208613974016,positive,positive,negative
4073,802170819745090944,positive,positive,neutral
4074,802171788952222976,negative,neutral,neutral
4075,802172770050153984,negative,neutral,neutral
4076,802172798936358016,positive,positive,neutral
4077,802173425699655040,positive,positive,neutral
4078,802174454486957952,neutral,neutral,neutral
4079,802174767520477056,positive,positive,positive
4080,802175068918992000,neutral,neutral,neutral
4081,802177240943459968,positive,positive,positive
4082,802177298812324992,negative,negative,negative
4083,802177571966296064,positive,positive,positive
4084,802178175769772032,positive,positive,positive
4085,802178188306680960,neutral,neutral,neutral
4086,802178826314928000,positive,positive,positive
4087,802179257694875008,positive,positive,positive
4088,802180429050579968,neutral,neutral,neutral
4089,802180535338535936,neutral,positive,positive
4090,802182055601769984,positive,positive,positive
4091,802182838263025024,neutral,neutral,neutral
4092,802183141981060992,positive,positive,positive
4093,802184329866711040,positive,positive,positive
4094,802184401643655040,positive,neutral,neutral
4095,802185080395468032,neutral,positive,positive
4096,802186324304391936,neutral,neutral,neutral
4097,802186553154011008,neutral,neutral,neutral
4098,802186553900593024,positive,positive,positive
4099,802187081711815936,positive,positive,neutral
4100,802187351665483008,positive,positive,neutral
4101,802187360901484032,positive,neutral,neutral
4102,802187626132302976,positive,positive,positive
4103,802188012822072960,neutral,positive,neutral
4104,802188419480845952,positive,neutral,positive
4105,802188422962088960,positive,positive,neutral
4106,802188741880216960,positive,positive,neutral
4107,802189119753358976,positive,neutral,positive
4108,802190002885185024,positive,positive,neutral
4109,802191798982626944,positive,positive,neutral
4110,802192132215803008,neutral,neutral,neutral
4111,802192169897431040,negative,neutral,negative
4112,802192382460574976,positive,neutral,neutral
4113,802192414106520960,positive,positive,neutral
4114,802193074357227008,positive,positive,positive
4115,802194060576518016,negative,neutral,neutral
4116,802194583786496000,positive,positive,positive
4117,802194709506452992,positive,positive,neutral
4118,802195655552797952,positive,positive,neutral
4119,802195707277048960,positive,positive,positive
4120,802196308333367040,positive,negative,neutral
4121,802196679025982976,positive,positive,positive
4122,802196777600306944,positive,neutral,neutral
4123,802198609642941952,negative,neutral,neutral
4124,802198912463490944,neutral,neutral,neutral
4125,802199364600994944,positive,neutral,neutral
4126,802199948154535040,positive,positive,neutral
4127,802200568487964032,neutral,positive,neutral
4128,802201423907843968,neutral,neutral,neutral
4129,802201891899719040,positive,positive,positive
4130,802202107315191040,neutral,neutral,negative
4131,802204034975207040,negative,negative,neutral
4132,802204555945644032,positive,positive,neutral
4133,802204746207608064,positive,positive,positive
4134,802205777771400960,positive,positive,neutral
4135,802207197409185024,positive,neutral,neutral
4136,802207934524451968,positive,positive,positive
4137,802208045593922944,positive,neutral,neutral
4138,802208785661980032,positive,positive,neutral
4139,802208832151756032,positive,positive,positive
4140,802208969359924992,positive,positive,neutral
4141,802209732761160960,positive,positive,neutral
4142,802209918635757056,negative,positive,neutral
4143,802210036382477952,positive,neutral,neutral
4144,802210331154152960,positive,positive,neutral
4145,802210619487383040,positive,positive,positive
4146,802211268371348992,negative,neutral,positive
4147,802211556788412032,positive,positive,neutral
4148,802212161259011968,positive,neutral,neutral
4149,802212720925900032,neutral,neutral,neutral
4150,802212995312939008,negative,neutral,neutral
4151,802213332706934016,neutral,neutral,neutral
4152,802213670868622976,negative,negative,negative
4153,802213935961296000,positive,positive,positive
4154,802214156770360960,positive,positive,positive
4155,802214164475314048,neutral,neutral,negative
4156,805658609405333504,neutral,negative,neutral
4157,805658853857705984,negative,neutral,positive
4158,805658884450975745,negative,negative,neutral
4159,805659013052514306,negative,neutral,neutral
4160,805659283039862784,negative,negative,neutral
4161,805659337792376832,negative,negative,negative
4162,805659423070945281,negative,negative,negative
4163,805659522077523968,neutral,neutral,neutral
4164,805659700104691713,negative,negative,negative
4165,805660107849793536,negative,neutral,neutral
4166,805660222459027456,negative,negative,negative
4167,805660260442718208,negative,negative,neutral
4168,805660481717411841,neutral,neutral,neutral
4169,805660492932980736,negative,negative,negative
4170,805660496330309632,negative,negative,neutral
4171,805660544791298048,negative,neutral,neutral
